DGUID,CSD,PR,DATES,SOURCE
2021A00052408902,Rivière-Bonjour,QC,,
2021A00052409005,La Rédemption,QC,,
2021A00052409010,Saint-Charles-Garnier,QC,,
2021A00052409015,Les Hauteurs,QC,,
2021A00052409020,Sainte-Jeanne-d'Arc,QC,,
2021A00052409025,Saint-Gabriel-de-Rimouski,QC,,
2021A00052409030,Saint-Donat,QC,,
2021A00052409035,Sainte-Angèle-de-Mérici,QC,,
2021A00052409040,Padoue,QC,,
2021A00052409048,Métis-sur-Mer,QC,,
2021A00052409055,Saint-Octave-de-Métis,QC,,
2021A00052409060,Grand-Métis,QC,,
2021A00052409065,Price,QC,,
2021A00052409070,Saint-Joseph-de-Lepage,QC,,
2021A00052409077,Mont-Joli,QC,,
2021A00052409085,Sainte-Flavie,QC,,
2021A00052409092,Sainte-Luce,QC,,
2021A00052409902,Lac-des-Eaux-Mortes,QC,,
2021A00052409904,Lac-à-la-Croix,QC,,
2021A00052410005,Esprit-Saint,QC,,
2021A00052410010,La Trinité-des-Monts,QC,,
2021A00052410015,Saint-Narcisse-de-Rimouski,QC,,
2021A00052410025,Saint-Marcellin,QC,,
2021A00052410030,Saint-Anaclet-de-Lessard,QC,,
2021A00052410043,Rimouski,QC,,
2021A00052410060,Saint-Valérien,QC,,
2021A00052410070,Saint-Fabien,QC,,
2021A00052410075,Saint-Eugène-de-Ladrière,QC,,
2021A00052410902,Lac-Huron,QC,,
2021A00052411005,Saint-Clément,QC,,
2021A00052411010,Saint-Jean-de-Dieu,QC,,
2021A00052411015,Sainte-Rita,QC,,
2021A00052411020,Saint-Guy,QC,,
2021A00052411025,Saint-Médard,QC,,
2021A00052411030,Sainte-Françoise,QC,,
2021A00052411035,Saint-Éloi,QC,,
2021A00052411040,Trois-Pistoles,QC,,
2021A00052411045,Notre-Dame-des-Neiges,QC,,
2021A00052411050,Saint-Mathieu-de-Rioux,QC,,
2021A00052411055,Saint-Simon-de-Rimouski,QC,,
2021A00052411902,Lac-Boisbouscache,QC,,
2021A00052412005,Saint-Cyprien,QC,,
2021A00052412010,Saint-Hubert-de-Rivière-du-Loup,QC,,
2021A00052412015,Saint-Antonin,QC,,
2021A00052412020,Saint-Modeste,QC,,
2021A00052412025,Saint-François-Xavier-de-Viger,QC,,
2021A00052412030,Saint-Épiphane,QC,,
2021A00052412035,Saint-Paul-de-la-Croix,QC,,
2021A00052412043,L'Isle-Verte,QC,,
2021A00052412045,Notre-Dame-des-Sept-Douleurs,QC,,
2021A00052412057,Cacouna,QC,,
2021A00052412065,Saint-Arsène,QC,,
2021A00052412072,Rivière-du-Loup,QC,,
2021A00052412080,Notre-Dame-du-Portage,QC,,
2021A00052413005,Dégelis,QC,,
2021A00052413010,Saint-Jean-de-la-Lande,QC,,
2021A00052413015,Packington,QC,,
2021A00052413020,Saint-Marc-du-Lac-Long,QC,,
2021A00052413025,Rivière-Bleue,QC,,
2021A00052413030,Saint-Eusèbe,QC,,
2021A00052413040,Saint-Juste-du-Lac,QC,,
2021A00052413045,Auclair,QC,,
2021A00052413050,Lejeune,QC,,
2021A00052413055,Biencourt,QC,,
2021A00052413060,Lac-des-Aigles,QC,,
2021A00052413065,Saint-Michel-du-Squatec,QC,,
2021A00052413073,Témiscouata-sur-le-Lac,QC,,
2021A00052413075,Saint-Pierre-de-Lamy,QC,,
2021A00052413080,Saint-Louis-du-Ha! Ha!,QC,,
2021A00052413085,Saint-Elzéar-de-Témiscouata,QC,,
2021A00052413090,Saint-Honoré-de-Témiscouata,QC,,
2021A00052413095,Pohénégamook,QC,,
2021A00052413100,Saint-Athanase,QC,,
2021A00052414005,Mont-Carmel,QC,,
2021A00052414010,Saint-Bruno-de-Kamouraska,QC,,
2021A00052414018,Saint-Pascal,QC,,
2021A00052414025,Sainte-Hélène-de-Kamouraska,QC,,
2021A00052414030,Saint-Joseph-de-Kamouraska,QC,,
2021A00052414035,Saint-Alexandre-de-Kamouraska,QC,,
2021A00052414040,Saint-André-de-Kamouraska,QC,,
2021A00052414045,Saint-Germain,QC,,
2021A00052414050,Kamouraska,QC,,
2021A00052414055,Saint-Denis-De La Bouteillerie,QC,,
2021A00052414060,Saint-Philippe-de-Néri,QC,,
2021A00052414065,Rivière-Ouelle,QC,,
2021A00052414070,Saint-Pacôme,QC,,
2021A00052414075,Saint-Gabriel-Lalemant,QC,,
2021A00052414080,Saint-Onésime-d'Ixworth,QC,,
2021A00052414085,La Pocatière,QC,,
2021A00052414090,Sainte-Anne-de-la-Pocatière,QC,,
2021A00052414902,Picard,QC,,
2021A00052414904,Petit-Lac-Sainte-Anne,QC,,
2021A00052415005,Saint-Irénée,QC,,
2021A00052415013,La Malbaie,QC,,
2021A00052415025,Notre-Dame-des-Monts,QC,,
2021A00052415030,Saint-Aimé-des-Lacs,QC,,
2021A00052415035,Clermont,QC,,
2021A00052415058,Saint-Siméon,QC,,
2021A00052415065,Baie-Sainte-Catherine,QC,,
2021A00052415902,Mont-Élie,QC,,
2021A00052415904,Sagard,QC,,
2021A00052416005,Petite-Rivière-Saint-François,QC,,
2021A00052416013,Baie-Saint-Paul,QC,,
2021A00052416023,L'Isle-aux-Coudres,QC,,
2021A00052416048,Les Éboulements,QC,,
2021A00052416050,Saint-Hilarion,QC,,
2021A00052416055,Saint-Urbain,QC,,
2021A00052416902,Lac-Pikauba,QC,,
2021A00052417005,Saint-Omer,QC,,
2021A00052417010,Saint-Pamphile,QC,,
2021A00052417015,Saint-Adalbert,QC,,
2021A00052417020,Saint-Marcel,QC,,
2021A00052417025,Sainte-Félicité,QC,,
2021A00052417030,Sainte-Perpétue,QC,,
2021A00052417035,Tourville,QC,,
2021A00052417040,Saint-Damase-de-L'Islet,QC,,
2021A00052417045,Saint-Cyrille-de-Lessard,QC,,
2021A00052417055,Saint-Aubert,QC,,
2021A00052417060,Sainte-Louise,QC,,
2021A00052417065,Saint-Roch-des-Aulnaies,QC,,
2021A00052417070,Saint-Jean-Port-Joli,QC,,
2021A00052417078,L'Islet,QC,,
2021A00052418005,Saint-Just-de-Bretenières,QC,,
2021A00052418010,Lac-Frontière,QC,,
2021A00052418015,Saint-Fabien-de-Panet,QC,,
2021A00052418020,Sainte-Lucie-de-Beauregard,QC,,
2021A00052418025,Sainte-Apolline-de-Patton,QC,,
2021A00052418030,Saint-Paul-de-Montminy,QC,,
2021A00052418035,Sainte-Euphémie-sur-Rivière-du-Sud,QC,,
2021A00052418040,Notre-Dame-du-Rosaire,QC,,
2021A00052418045,Cap-Saint-Ignace,QC,,
2021A00052418050,Montmagny,QC,,
2021A00052418055,Saint-Pierre-de-la-Rivière-du-Sud,QC,,
2021A00052418060,Saint-François-de-la-Rivière-du-Sud,QC,,
2021A00052418065,Berthier-sur-Mer,QC,,
2021A00052418070,Saint-Antoine-de-l'Isle-aux-Grues,QC,,
2021A00052419005,Saint-Philémon,QC,,
2021A00052419010,Notre-Dame-Auxiliatrice-de-Buckland,QC,,
2021A00052419015,Saint-Nazaire-de-Dorchester,QC,,
2021A00052419020,Saint-Léon-de-Standon,QC,,
2021A00052419025,Saint-Malachie,QC,,
2021A00052419030,Saint-Damien-de-Buckland,QC,,
2021A00052419037,Armagh,QC,,
2021A00052419045,Saint-Nérée-de-Bellechasse,QC,,
2021A00052419050,Saint-Lazare-de-Bellechasse,QC,,
2021A00052419055,Sainte-Claire,QC,,
2021A00052419062,Saint-Anselme,QC,,
2021A00052419068,Saint-Henri,QC,,
2021A00052419070,Honfleur,QC,,
2021A00052419075,Saint-Gervais,QC,,
2021A00052419082,Saint-Raphaël,QC,,
2021A00052419090,La Durantaye,QC,,
2021A00052419097,Saint-Charles-de-Bellechasse,QC,,
2021A00052419105,Beaumont,QC,,
2021A00052419110,Saint-Michel-de-Bellechasse,QC,,
2021A00052419117,Saint-Vallier,QC,,
2021A00052420005,Saint-François-de-l'Île-d'Orléans,QC,,
2021A00052420010,Sainte-Famille-de-l'Île-d'Orléans,QC,,
2021A00052420015,Saint-Jean-de-l'Île-d'Orléans,QC,,
2021A00052420020,Saint-Laurent-de-l'Île-d'Orléans,QC,,
2021A00052420025,Saint-Pierre-de-l'Île-d'Orléans,QC,,
2021A00052420030,Sainte-Pétronille,QC,,
2021A00052421005,Saint-Tite-des-Caps,QC,,
2021A00052421010,Saint-Ferréol-les-Neiges,QC,,
2021A00052421015,Saint-Louis-de-Gonzague-du-Cap-Tourmente,QC,,
2021A00052421020,Saint-Joachim,QC,,
2021A00052421025,Beaupré,QC,,
2021A00052421030,Sainte-Anne-de-Beaupré,QC,,
2021A00052421035,Château-Richer,QC,,
2021A00052421040,L'Ange-Gardien,QC,,
2021A00052421045,Boischatel,QC,,
2021A00052421902,Sault-au-Cochon,QC,,
2021A00052421904,Lac-Jacques-Cartier,QC,,
2021A00052422005,Sainte-Catherine-de-la-Jacques-Cartier,QC,,
2021A00052422010,Fossambault-sur-le-Lac,QC,,
2021A00052422015,Lac-Saint-Joseph,QC,,
2021A00052422020,Shannon,QC,,
2021A00052422025,Saint-Gabriel-de-Valcartier,QC,,
2021A00052422030,Lac-Delage,QC,,
2021A00052422035,Stoneham-et-Tewkesbury,QC,,
2021A00052422040,Lac-Beauport,QC,,
2021A00052422045,Sainte-Brigitte-de-Laval,QC,,
2021A00052422902,Lac-Croche,QC,,
2021A00052423015,Notre-Dame-des-Anges,QC,,
2021A00052423027,Québec,QC,,
2021A00052423057,L'Ancienne-Lorette,QC,,
2021A00052423072,Saint-Augustin-de-Desmaures,QC,,
2021A00052423802,Wendake,QC,,
2021A00052425213,Lévis,QC,,
2021A00052426005,Frampton,QC,,
2021A00052426010,Saints-Anges,QC,,
2021A00052426015,Vallée-Jonction,QC,,
2021A00052426022,Saint-Elzéar,QC,,
2021A00052426030,Sainte-Marie,QC,,
2021A00052426035,Sainte-Marguerite,QC,,
2021A00052426040,Sainte-Hénédine,QC,,
2021A00052426048,Scott,QC,,
2021A00052426055,Saint-Bernard,QC,,
2021A00052426063,Saint-Isidore,QC,,
2021A00052426070,Saint-Lambert-de-Lauzon,QC,,
2021A00052427008,Saint-Victor,QC,,
2021A00052427015,Saint-Alfred,QC,,
2021A00052427028,Beauceville,QC,,
2021A00052427035,Saint-Odilon-de-Cranbourne,QC,,
2021A00052427043,Saint-Joseph-de-Beauce,QC,,
2021A00052427050,Saint-Joseph-des-Érables,QC,,
2021A00052427055,Saint-Jules,QC,,
2021A00052427060,Tring-Jonction,QC,,
2021A00052427065,Saint-Frédéric,QC,,
2021A00052427070,Saint-Séverin,QC,,
2021A00052428005,Saint-Zacharie,QC,,
2021A00052428015,Sainte-Aurélie,QC,,
2021A00052428020,Saint-Prosper,QC,,
2021A00052428025,Saint-Benjamin,QC,,
2021A00052428030,Sainte-Rose-de-Watford,QC,,
2021A00052428035,Saint-Louis-de-Gonzague,QC,,
2021A00052428040,Saint-Cyprien,QC,,
2021A00052428045,Sainte-Justine,QC,,
2021A00052428053,Lac-Etchemin,QC,,
2021A00052428060,Saint-Luc-de-Bellechasse,QC,,
2021A00052428065,Sainte-Sabine,QC,,
2021A00052428070,Saint-Camille-de-Lellis,QC,,
2021A00052428075,Saint-Magloire,QC,,
2021A00052429005,Saint-Théophile,QC,,
2021A00052429013,Saint-Gédéon-de-Beauce,QC,,
2021A00052429020,Saint-Hilaire-de-Dorset,QC,,
2021A00052429025,Saint-Évariste-de-Forsyth,QC,,
2021A00052429030,La Guadeloupe,QC,,
2021A00052429038,Saint-Honoré-de-Shenley,QC,,
2021A00052429045,Saint-Martin,QC,,
2021A00052429050,Saint-René,QC,,
2021A00052429057,Saint-Côme--Linière,QC,,
2021A00052429065,Saint-Philibert,QC,,
2021A00052429073,Saint-Georges,QC,,
2021A00052429095,Lac-Poulin,QC,,
2021A00052429100,Saint-Benoît-Labre,QC,,
2021A00052429112,Saint-Éphrem-de-Beauce,QC,,
2021A00052429120,Notre-Dame-des-Pins,QC,,
2021A00052429125,Saint-Simon-les-Mines,QC,,
2021A00052430005,Saint-Augustin-de-Woburn,QC,,
2021A00052430010,Notre-Dame-des-Bois,QC,,
2021A00052430015,Val-Racine,QC,,
2021A00052430020,Piopolis,QC,,
2021A00052430025,Frontenac,QC,,
2021A00052430030,Lac-Mégantic,QC,,
2021A00052430035,Marston,QC,,
2021A00052430040,Milan,QC,,
2021A00052430045,Nantes,QC,,
2021A00052430050,Sainte-Cécile-de-Whitton,QC,,
2021A00052430055,Audet,QC,,
2021A00052430070,Saint-Robert-Bellarmin,QC,,
2021A00052430072,Saint-Ludger,QC,,
2021A00052430080,Lac-Drolet,QC,,
2021A00052430085,Saint-Sébastien,QC,,
2021A00052430090,Courcelles,QC,,
2021A00052430095,Lambton,QC,,
2021A00052430100,Saint-Romain,QC,,
2021A00052430105,Stornoway,QC,,
2021A00052430110,Stratford,QC,,
2021A00052431008,Beaulac-Garthby,QC,,
2021A00052431015,Disraeli,QC,,
2021A00052431020,Disraeli,QC,,
2021A00052431025,Saint-Jacques-le-Majeur-de-Wolfestown,QC,,
2021A00052431030,Saint-Fortunat,QC,,
2021A00052431035,Saint-Julien,QC,,
2021A00052431040,Irlande,QC,,
2021A00052431045,Saint-Joseph-de-Coleraine,QC,,
2021A00052431050,Sainte-Praxède,QC,,
2021A00052431056,Adstock,QC,,
2021A00052431060,Sainte-Clotilde-de-Beauce,QC,,
2021A00052431084,Thetford Mines,QC,,
2021A00052431095,Saint-Adrien-d'Irlande,QC,,
2021A00052431100,Saint-Jean-de-Brébeuf,QC,,
2021A00052431105,Kinnear's Mills,QC,,
2021A00052431122,East Broughton,QC,,
2021A00052431130,Sacré-Coeur-de-Jésus,QC,,
2021A00052431135,Saint-Pierre-de-Broughton,QC,,
2021A00052431140,Saint-Jacques-de-Leeds,QC,,
2021A00052432013,Saint-Ferdinand,QC,,
2021A00052432023,Sainte-Sophie-d'Halifax,QC,,
2021A00052432033,Princeville,QC,,
2021A00052432040,Plessisville,QC,,
2021A00052432045,Plessisville,QC,,
2021A00052432050,Saint-Pierre-Baptiste,QC,,
2021A00052432058,Inverness,QC,,
2021A00052432065,Lyster,QC,,
2021A00052432072,Laurierville,QC,,
2021A00052432080,Notre-Dame-de-Lourdes,QC,,
2021A00052432085,Villeroy,QC,,
2021A00052433007,Saint-Sylvestre,QC,,
2021A00052433017,Sainte-Agathe-de-Lotbinière,QC,,
2021A00052433025,Saint-Patrice-de-Beaurivage,QC,,
2021A00052433030,Saint-Narcisse-de-Beaurivage,QC,,
2021A00052433035,Saint-Gilles,QC,,
2021A00052433040,Dosquet,QC,,
2021A00052433045,Saint-Agapit,QC,,
2021A00052433052,Saint-Flavien,QC,,
2021A00052433060,Laurier-Station,QC,,
2021A00052433065,Saint-Janvier-de-Joly,QC,,
2021A00052433070,Val-Alain,QC,,
2021A00052433080,Saint-Édouard-de-Lotbinière,QC,,
2021A00052433085,Notre-Dame-du-Sacré-Coeur-d'Issoudun,QC,,
2021A00052433090,Saint-Apollinaire,QC,,
2021A00052433095,Saint-Antoine-de-Tilly,QC,,
2021A00052433102,Sainte-Croix,QC,,
2021A00052433115,Lotbinière,QC,,
2021A00052433123,Leclercville,QC,,
2021A00052434007,Neuville,QC,,
2021A00052434017,Pont-Rouge,QC,,
2021A00052434025,Donnacona,QC,,
2021A00052434030,Cap-Santé,QC,,
2021A00052434038,Saint-Basile,QC,,
2021A00052434048,Portneuf,QC,,
2021A00052434058,Deschambault-Grondines,QC,,
2021A00052434060,Saint-Gilbert,QC,,
2021A00052434065,Saint-Marc-des-Carrières,QC,,
2021A00052434078,Saint-Casimir,QC,,
2021A00052434085,Saint-Thuribe,QC,,
2021A00052434090,Saint-Ubalde,QC,,
2021A00052434097,Saint-Alban,QC,,
2021A00052434105,Sainte-Christine-d'Auvergne,QC,,
2021A00052434115,Saint-Léonard-de-Portneuf,QC,,
2021A00052434120,Lac-Sergent,QC,,
2021A00052434128,Saint-Raymond,QC,,
2021A00052434135,Rivière-à-Pierre,QC,,
2021A00052434902,Lac-Blanc,QC,,
2021A00052434904,Linton,QC,,
2021A00052434906,Lac-Lapeyrère,QC,,
2021A00052435005,Notre-Dame-de-Montauban,QC,,
2021A00052435010,Lac-aux-Sables,QC,,
2021A00052435015,Saint-Adelphe,QC,,
2021A00052435020,Saint-Séverin,QC,,
2021A00052435027,Saint-Tite,QC,,
2021A00052435035,Hérouxville,QC,,
2021A00052435040,Grandes-Piles,QC,,
2021A00052435045,Saint-Roch-de-Mékinac,QC,,
2021A00052435050,Sainte-Thècle,QC,,
2021A00052435055,Trois-Rives,QC,,
2021A00052435902,Lac-Masketsi,QC,,
2021A00052435904,Lac-Normand,QC,,
2021A00052435906,Rivière-de-la-Savane,QC,,
2021A00052435908,Lac-Boulé,QC,,
2021A00052436033,Shawinigan,QC,,
2021A00052437067,Trois-Rivières,QC,,
2021A00052437205,Sainte-Anne-de-la-Pérade,QC,,
2021A00052437210,Batiscan,QC,,
2021A00052437215,Sainte-Geneviève-de-Batiscan,QC,,
2021A00052437220,Champlain,QC,,
2021A00052437225,Saint-Luc-de-Vincennes,QC,,
2021A00052437230,Saint-Maurice,QC,,
2021A00052437235,Notre-Dame-du-Mont-Carmel,QC,,
2021A00052437240,Saint-Narcisse,QC,,
2021A00052437245,Saint-Stanislas,QC,,
2021A00052437250,Saint-Prosper-de-Champlain,QC,,
2021A00052438005,Saint-Sylvère,QC,,
2021A00052438010,Bécancour,QC,,
2021A00052438015,Sainte-Marie-de-Blandford,QC,,
2021A00052438020,Lemieux,QC,,
2021A00052438028,Manseau,QC,,
2021A00052438035,Sainte-Françoise,QC,,
2021A00052438040,Sainte-Sophie-de-Lévrard,QC,,
2021A00052438047,Fortierville,QC,,
2021A00052438055,Parisville,QC,,
2021A00052438060,Sainte-Cécile-de-Lévrard,QC,,
2021A00052438065,Saint-Pierre-les-Becquets,QC,,
2021A00052438070,Deschaillons-sur-Saint-Laurent,QC,,
2021A00052438802,Wôlinak,QC,,
2021A00052439005,Saints-Martyrs-Canadiens,QC,,
2021A00052439010,Ham-Nord,QC,,
2021A00052439015,Notre-Dame-de-Ham,QC,,
2021A00052439020,Saint-Rémi-de-Tingwick,QC,,
2021A00052439025,Tingwick,QC,,
2021A00052439030,Chesterville,QC,,
2021A00052439035,Sainte-Hélène-de-Chester,QC,,
2021A00052439043,Saint-Norbert-d'Arthabaska,QC,,
2021A00052439060,Saint-Christophe-d'Arthabaska,QC,,
2021A00052439062,Victoriaville,QC,,
2021A00052439077,Warwick,QC,,
2021A00052439085,Saint-Albert,QC,,
2021A00052439090,Sainte-Élizabeth-de-Warwick,QC,,
2021A00052439097,Kingsey Falls,QC,,
2021A00052439105,Sainte-Séraphine,QC,,
2021A00052439117,Sainte-Clotilde-de-Horton,QC,,
2021A00052439130,Saint-Samuel,QC,,
2021A00052439135,Saint-Valère,QC,,
2021A00052439145,Saint-Rosaire,QC,,
2021A00052439152,Daveluyville,QC,,
2021A00052439165,Maddington Falls,QC,,
2021A00052439170,Saint-Louis-de-Blandford,QC,,
2021A00052440005,Ham-Sud,QC,,
2021A00052440010,Saint-Adrien,QC,,
2021A00052440017,Wotton,QC,,
2021A00052440025,Saint-Camille,QC,,
2021A00052440032,Saint-Georges-de-Windsor,QC,,
2021A00052440043,Val-des-Sources,QC,,
2021A00052440047,Danville,QC,,
2021A00052441012,Saint-Isidore-de-Clifton,QC,,
2021A00052441020,Chartierville,QC,,
2021A00052441027,La Patrie,QC,,
2021A00052441037,Newport,QC,,
2021A00052441038,Cookshire-Eaton,QC,,
2021A00052441055,Ascot Corner,QC,,
2021A00052441060,East Angus,QC,,
2021A00052441065,Westbury,QC,,
2021A00052441070,Bury,QC,,
2021A00052441075,Hampden,QC,,
2021A00052441080,Scotstown,QC,,
2021A00052441085,Lingwick,QC,,
2021A00052441098,Weedon,QC,,
2021A00052441117,Dudswell,QC,,
2021A00052442005,Stoke,QC,,
2021A00052442020,Saint-François-Xavier-de-Brompton,QC,,
2021A00052442025,Saint-Denis-de-Brompton,QC,,
2021A00052442032,Racine,QC,,
2021A00052442040,Bonsecours,QC,,
2021A00052442045,Lawrenceville,QC,,
2021A00052442050,Sainte-Anne-de-la-Rochelle,QC,,
2021A00052442055,Valcourt,QC,,
2021A00052442060,Valcourt,QC,,
2021A00052442065,Maricourt,QC,,
2021A00052442070,Kingsbury,QC,,
2021A00052442075,Melbourne,QC,,
2021A00052442078,Ulverton,QC,,
2021A00052442088,Windsor,QC,,
2021A00052442095,Val-Joli,QC,,
2021A00052442098,Richmond,QC,,
2021A00052442100,Saint-Claude,QC,,
2021A00052442110,Cleveland,QC,,
2021A00052443027,Sherbrooke,QC,,
2021A00052444003,Saint-Malo,QC,,
2021A00052444005,Saint-Venant-de-Paquette,QC,,
2021A00052444010,East Hereford,QC,,
2021A00052444015,Saint-Herménégilde,QC,,
2021A00052444023,Dixville,QC,,
2021A00052444037,Coaticook,QC,,
2021A00052444045,Barnston-Ouest,QC,,
2021A00052444050,Stanstead-Est,QC,,
2021A00052444055,Sainte-Edwidge-de-Clifton,QC,,
2021A00052444060,Martinville,QC,,
2021A00052444071,Compton,QC,,
2021A00052444080,Waterville,QC,,
2021A00052445008,Stanstead,QC,,
2021A00052445020,Ogden,QC,,
2021A00052445025,Stanstead,QC,,
2021A00052445030,Potton,QC,,
2021A00052445035,Ayer's Cliff,QC,,
2021A00052445043,Hatley,QC,,
2021A00052445050,North Hatley,QC,,
2021A00052445055,Hatley,QC,,
2021A00052445060,Sainte-Catherine-de-Hatley,QC,,
2021A00052445072,Magog,QC,,
2021A00052445080,Saint-Benoît-du-Lac,QC,,
2021A00052445085,Austin,QC,,
2021A00052445093,Eastman,QC,,
2021A00052445095,Bolton-Est,QC,,
2021A00052445100,Saint-Étienne-de-Bolton,QC,,
2021A00052445105,Stukely-Sud,QC,,
2021A00052445115,Orford,QC,,
2021A00052446005,Abercorn,QC,,
2021A00052446010,Frelighsburg,QC,,
2021A00052446017,Saint-Armand,QC,,
2021A00052446025,Pike River,QC,,
2021A00052446030,Stanbridge Station,QC,,
2021A00052446035,Bedford,QC,,
2021A00052446040,Bedford,QC,,
2021A00052446045,Stanbridge East,QC,,
2021A00052446050,Dunham,QC,,
2021A00052446058,Sutton,QC,,
2021A00052446065,Bolton-Ouest,QC,,
2021A00052446070,Brome,QC,,
2021A00052446075,Lac-Brome,QC,,
2021A00052446078,Bromont,QC,,
2021A00052446080,Cowansville,QC,,
2021A00052446085,East Farnham,QC,,
2021A00052446090,Brigham,QC,,
2021A00052446095,Saint-Ignace-de-Stanbridge,QC,,
2021A00052446100,Notre-Dame-de-Stanbridge,QC,,
2021A00052446105,Sainte-Sabine,QC,,
2021A00052446112,Farnham,QC,,
2021A00052447010,Saint-Alphonse-de-Granby,QC,,
2021A00052447017,Granby,QC,,
2021A00052447025,Waterloo,QC,,
2021A00052447030,Warden,QC,,
2021A00052447035,Shefford,QC,,
2021A00052447040,Saint-Joachim-de-Shefford,QC,,
2021A00052447047,Roxton Pond,QC,,
2021A00052447055,Sainte-Cécile-de-Milton,QC,,
2021A00052448005,Béthanie,QC,,
2021A00052448010,Roxton Falls,QC,,
2021A00052448015,Roxton,QC,,
2021A00052448020,Sainte-Christine,QC,,
2021A00052448028,Acton Vale,QC,,
2021A00052448038,Upton,QC,,
2021A00052448045,Saint-Théodore-d'Acton,QC,,
2021A00052448050,Saint-Nazaire-d'Acton,QC,,
2021A00052449005,Saint-Félix-de-Kingsey,QC,,
2021A00052449015,Durham-Sud,QC,,
2021A00052449020,Lefebvre,QC,,
2021A00052449025,L'Avenir,QC,,
2021A00052449030,Saint-Lucien,QC,,
2021A00052449040,Wickham,QC,,
2021A00052449048,Saint-Germain-de-Grantham,QC,,
2021A00052449058,Drummondville,QC,,
2021A00052449070,Saint-Cyrille-de-Wendover,QC,,
2021A00052449075,Notre-Dame-du-Bon-Conseil,QC,,
2021A00052449080,Notre-Dame-du-Bon-Conseil,QC,,
2021A00052449085,Sainte-Brigitte-des-Saults,QC,,
2021A00052449095,Saint-Majorique-de-Grantham,QC,,
2021A00052449100,Saint-Edmond-de-Grantham,QC,,
2021A00052449105,Saint-Eugène,QC,,
2021A00052449113,Saint-Guillaume,QC,,
2021A00052449125,Saint-Bonaventure,QC,,
2021A00052449130,Saint-Pie-de-Guire,QC,,
2021A00052450005,Sainte-Eulalie,QC,,
2021A00052450013,Aston-Jonction,QC,,
2021A00052450023,Saint-Wenceslas,QC,,
2021A00052450030,Saint-Célestin,QC,,
2021A00052450035,Saint-Célestin,QC,,
2021A00052450042,Saint-Léonard-d'Aston,QC,,
2021A00052450050,Sainte-Perpétue,QC,,
2021A00052450057,Sainte-Monique,QC,,
2021A00052450065,Grand-Saint-Esprit,QC,,
2021A00052450072,Nicolet,QC,,
2021A00052450085,La Visitation-de-Yamaska,QC,,
2021A00052450090,Saint-Zéphirin-de-Courval,QC,,
2021A00052450095,Saint-Elphège,QC,,
2021A00052450100,Baie-du-Febvre,QC,,
2021A00052450113,Pierreville,QC,,
2021A00052450128,Saint-François-du-Lac,QC,,
2021A00052450802,Odanak,QC,,
2021A00052451008,Maskinongé,QC,,
2021A00052451015,Louiseville,QC,,
2021A00052451020,Yamachiche,QC,,
2021A00052451025,Saint-Barnabé,QC,,
2021A00052451030,Saint-Sévère,QC,,
2021A00052451035,Saint-Léon-le-Grand,QC,,
2021A00052451040,Sainte-Ursule,QC,,
2021A00052451045,Saint-Justin,QC,,
2021A00052451050,Saint-Édouard-de-Maskinongé,QC,,
2021A00052451055,Sainte-Angèle-de-Prémont,QC,,
2021A00052451060,Saint-Paulin,QC,,
2021A00052451065,Saint-Alexis-des-Monts,QC,,
2021A00052451070,Saint-Mathieu-du-Parc,QC,,
2021A00052451075,Saint-Élie-de-Caxton,QC,,
2021A00052451080,Charette,QC,,
2021A00052451085,Saint-Boniface,QC,,
2021A00052451090,Saint-Étienne-des-Grès,QC,,
2021A00052452007,Lavaltrie,QC,,
2021A00052452017,Lanoraie,QC,,
2021A00052452030,Sainte-Élisabeth,QC,,
2021A00052452035,Berthierville,QC,,
2021A00052452040,Sainte-Geneviève-de-Berthier,QC,,
2021A00052452045,Saint-Ignace-de-Loyola,QC,,
2021A00052452050,La Visitation-de-l'Île-Dupas,QC,,
2021A00052452055,Saint-Barthélemy,QC,,
2021A00052452062,Saint-Cuthbert,QC,,
2021A00052452070,Saint-Norbert,QC,,
2021A00052452075,Saint-Cléophas-de-Brandon,QC,,
2021A00052452080,Saint-Gabriel,QC,,
2021A00052452085,Saint-Gabriel-de-Brandon,QC,,
2021A00052452090,Saint-Didace,QC,,
2021A00052452095,Mandeville,QC,,
2021A00052453005,Saint-David,QC,,
2021A00052453010,Massueville,QC,,
2021A00052453015,Saint-Aimé,QC,,
2021A00052453020,Saint-Robert,QC,,
2021A00052453025,Sainte-Victoire-de-Sorel,QC,,
2021A00052453032,Saint-Ours,QC,,
2021A00052453040,Saint-Roch-de-Richelieu,QC,,
2021A00052453050,Saint-Joseph-de-Sorel,QC,,
2021A00052453052,Sorel-Tracy,QC,,
2021A00052453065,Sainte-Anne-de-Sorel,QC,,
2021A00052453072,Yamaska,QC,,
2021A00052453085,Saint-Gérard-Majella,QC,,
2021A00052454008,Saint-Pie,QC,,
2021A00052454017,Saint-Damase,QC,,
2021A00052454025,Sainte-Madeleine,QC,,
2021A00052454030,Sainte-Marie-Madeleine,QC,,
2021A00052454035,La Présentation,QC,,
2021A00052454048,Saint-Hyacinthe,QC,,
2021A00052454060,Saint-Dominique,QC,,
2021A00052454065,Saint-Valérien-de-Milton,QC,,
2021A00052454072,Saint-Liboire,QC,,
2021A00052454090,Saint-Simon,QC,,
2021A00052454095,Sainte-Hélène-de-Bagot,QC,,
2021A00052454100,Saint-Hugues,QC,,
